Time;Hip_x;Hip_vel;Hip_omega;Hip_AO;Knee_x;Knee_vel;Knee_omega;Knee_AO;Ankle_x;Ankle_vel;Ankle_omega;Ankle_AO;omega_ao;omega_offline;gait_phase
15:52:57.556264;0.014390262;0.0;0.628572854;0.465943389;0;0;0;0;0;0;0;0;2.8989040941269812;0.0;-0.882796946618706
15:52:57.567102;0.013410801;-0.097946028;0.633092877;0.474512082;0;0;0;0;0;0;0;0;2.776091919780449;0.0;-0.9011755225561053
15:52:57.577912;0.013410801;-0.097946028;0.637205682;0.482920304;0;0;0;0;0;0;0;0;2.6630629838895925;0.0;-0.9169947922746378
15:52:57.588919;0.013410801;-0.097946028;0.6409404;0.491178697;0;0;0;0;0;0;0;0;2.5581326469285695;0.0;-0.9302384006218762
15:52:57.599159;0.012139154;-0.127164711;0.650466118;0.502399419;0;0;0;0;0;0;0;0;2.4700133947726775;0.0;-0.9397466651665081
15:52:57.609576;0.012139154;-0.127164711;0.659040565;0.513234932;0;0;0;0;0;0;0;0;2.3904001650837685;0.0;-0.9462808200982877
15:52:57.620394;0.012139154;-0.127164711;0.666748079;0.523718322;0;0;0;0;0;0;0;0;2.3182739061226223;0.0;-0.9496662206149633
15:52:57.630562;0.012139154;-0.127164711;0.673664388;0.533879168;0;0;0;0;0;0;0;0;2.259480773187602;0.0;-0.9499130275823386
15:52:57.640699;0.012139154;0.0;0.679857549;0.543743935;0;0;0;0;0;0;0;0;2.208445695330866;0.0;-0.9476837461450351
15:52:57.651414;0.012139154;0.0;0.685388786;0.553336313;0;0;0;0;0;0;0;0;2.161136633815272;0.0;-0.9431997054228987
15:52:57.662036;0.012139154;0.0;0.690313224;0.562677526;0;0;0;0;0;0;0;0;2.1195122908391006;0.0;-0.937116901998122
15:52:57.672628;0.012139154;0.0;0.694680553;0.571786605;0;0;0;0;0;0;0;0;2.0820538357691962;0.0;-0.929850511340792
15:52:57.682664;0.012139154;0.0;0.698535613;0.580680625;0;0;0;0;0;0;0;0;2.049419816415954;0.0;-0.9221736861734193
15:52:57.694476;0.012139154;0.0;0.701918911;0.589374923;0;0;0;0;0;0;0;0;2.0136185554742565;0.0;-0.9124997856868067
15:52:57.704953;0.012139154;0.0;0.704867081;0.597883287;0;0;0;0;0;0;0;0;1.9836291755922182;0.0;-0.9035571427954956
15:52:57.715158;0.012139154;0.0;0.7074133;0.60621812;0;0;0;0;0;0;0;0;1.955622449971107;0.0;-0.8946607888284781
15:52:57.725294;0.012139154;0.0;0.709587651;0.614390599;0;0;0;0;0;0;0;0;1.928701959647602;0.0;-0.8857440939343348
15:52:57.735905;0.012139154;0.0;0.711417446;0.622410798;0;0;0;0;0;0;0;0;1.9012750454639038;0.0;-0.8763957889254339
15:52:57.746722;0.012139154;0.0;0.712927517;0.630287815;0;0;0;0;0;0;0;0;1.8739607410230232;0.0;-0.8669039375687024
15:52:57.757037;0.012139154;0.0;0.714140476;0.638029873;0;0;0;0;0;0;0;0;1.8484000863955823;0.0;-0.8579306918501821
15:52:57.766956;0.012139154;0.0;0.715076939;0.645644414;0;0;0;0;0;0;0;0;1.8241725949330385;0.0;-0.8494079709429467
15:52:57.778742;0.012139154;0.0;0.715755737;0.653138184;0;0;0;0;0;0;0;0;1.795744434553083;0.0;-0.8394475696580237
15:52:57.789343;0.012139154;0.0;0.716194094;0.660517305;0;0;0;0;0;0;0;0;1.7704118221813498;0.0;-0.830678443488944
15:52:57.799494;0.011159424;-0.097973033;0.72064722;0.669928639;0;0;0;0;0;0;0;0;1.7467601021847643;0.0;-0.8222878004572074
15:52:57.809516;0.011159424;-0.097973033;0.724453529;0.679057812;0;0;0;0;0;0;0;0;1.7250958610460743;0.0;-0.8135558878754967
15:52:57.819560;0.011159424;-0.097973033;0.727671081;0.687927678;0;0;0;0;0;0;0;0;1.7058891191969572;0.0;-0.8040077648915531
15:52:57.830936;0.011159424;-0.097973033;0.730352243;0.696558803;0;0;0;0;0;0;0;0;1.6869382685755183;0.0;-0.7922886990396734
15:52:57.841146;0.011159424;0.0;0.732544298;0.704969702;0;0;0;0;0;0;0;0;1.6719844112003754;0.0;-0.7811219572675476
15:52:57.851900;0.011159424;0.0;0.734289976;0.713177068;0;0;0;0;0;0;0;0;1.6576836447591612;0.0;-0.7689372473592435
15:52:57.862710;0.011159424;0.0;0.735627928;0.721195958;0;0;0;0;0;0;0;0;1.6439233625179461;0.0;-0.7565945837711752
